placeId,name,address,lat,lng,types,category
ChIJnetrqnTyNIgR7bt3L49RUTM,Casbah,"229 S Highland Ave, Pittsburgh, PA 15206, United States",40.458153,-79.9249504,"bar,restaurant,food,point_of_interest,establishment",restaurant
ChIJLRHyqyrzNIgRg1E9MSopuwM,The Hungry CowGirl Cocina,"451 Melwood Ave, Pittsburgh, PA 15213, United States",40.4552483,-79.9532385,"restaurant,food,point_of_interest,establishment",restaurant
ChIJv2lbVX3zNIgRtRjEd9vCPoM,The Mill Food Co,"451 Melwood Ave, Pittsburgh, PA 15213, United States",40.4552939,-79.9532357,"restaurant,food,point_of_interest,establishment",restaurant
ChIJHaLGRefzNIgRf_UaVEuRZtE,Gaucho Parrilla Argentina,"146 6th St, Pittsburgh, PA 15222, United States",40.4427824,-80.0025062,"restaurant,food,point_of_interest,establishment",restaurant
ChIJ4zrgoMTzNIgRYm7bLQClNKs,Layne's Chicken Fingers- Pittsburgh,"3621 Forbes Ave, Pittsburgh, PA 15213, United States",40.4411208,-79.9578147,"meal_takeaway,meal_delivery,restaurant,food,point_of_interest,establishment",restaurant
ChIJR65OfE3xNIgRwwJ9GfSfzCw,The Factory South Shore,"300 W Station Square Dr, Pittsburgh, PA 15219, United States",40.4346103,-80.0064395,"restaurant,food,point_of_interest,establishment",restaurant
ChIJ1a5WTUbyNIgRjZqErFhIgMQ,Tessaro's American Bar & Hardwood Grill,"4601 Liberty Ave, Pittsburgh, PA 15224, United States",40.4627079,-79.9507292,"bar,restaurant,food,point_of_interest,establishment",restaurant
ChIJw-xxVofxNIgRPoR9kR0qQaU,Piada Italian Street Food,"3600 Forbes Ave, Pittsburgh, PA 15213, United States",40.4405492,-79.9580649,"store,restaurant,food,point_of_interest,establishment",restaurant
ChIJA8Cr32vxNIgRTtKdJVxfpH8,Dish Osteria Bar,"128 S 17th St, Pittsburgh, PA 15203, United States",40.4275173,-79.9822917,"restaurant,food,point_of_interest,establishment",restaurant
ChIJDX1xhyjzNIgRCKQBpBVyWfg,Cellars Speakeasy,"2400 Smallman St Suite 100, Pittsburgh, PA 15222, United States",40.4539905,-79.98107759999999,"restaurant,food,point_of_interest,establishment",restaurant
ChIJbZevISTyNIgRmAk5MgJN5NY,Ali Baba Restaurant,"404 S Craig St, Pittsburgh, PA 15213, United States",40.4450953,-79.9488983,"restaurant,food,point_of_interest,establishment",restaurant
